task_id,cells
f_29ad49a70edb234fc4ad,"[[5, 1], [5, 4]]"
f_e26237166f1d19002a6a,"[[4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [7, 1]]"
f_397672595e7ab0578834,"[[1, 1], [1, 2], [1, 3], [5, 0], [5, 5]]"
f_e77f0cfc1ef01abefe84,"[[15, 0], [15, 3], [16, 0], [16, 4]]"
f_ae529151ceda0042f33f,"[[1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [3, 0], [3, 1]]"
f_33bccc722c51b7781bed,"[[6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 3]]"
f_674697f02d197bc494bf,"[[7, 3], [8, 3], [9, 3], [10, 0], [10, 1], [10, 2], [10, 3], [10, 5], [11, 0], [11, 3], [11, 5], [12, 0]]"
f_8751ba6b1e438c05a9a9,"[[7, 0], [7, 1], [9, 0], [9, 1]]"
f_5424bff389d060c4dfa4,"[[22, 0], [23, 0], [23, 2], [23, 5]]"
f_966dd6cda5b4d983f83f,"[[5, 1], [6, 1]]"
f_2f656eecf1ca2554a9f3,"[[11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [11, 5], [13, 2]]"
f_67cc94be42d4ca77123c,"[[6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [12, 0], [12, 7], [12, 8]]"
f_48e732f0487224e14afc,"[[1, 0], [1, 1], [2, 1]]"
f_34c8c9d357d43d009d10,"[[1, 1], [1, 2], [5, 3]]"
f_0332bc9e53a6478b4460,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 4], [4, 5]]"
f_1d9b2e85caf0d0558ccd,"[[2, 1], [2, 2], [6, 1], [6, 2]]"
f_74af17e13dd08723f7e2,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [6, 1], [6, 2], [6, 4], [7, 0]]"
f_92d7003e11be04bc3b3f,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 2]]"
f_aad856eb94183e815341,"[[11, 0], [11, 2], [11, 3], [12, 0], [12, 2], [12, 4], [13, 0], [13, 2]]"
f_31e68ae0bd04cd18dddb,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_6cbf5c2b116ffca408e8,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 3], [2, 4], [3, 1], [3, 3]]"
f_60838d4ff2a8186ec51f,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]"
f_dcaec083044d61d3695b,"[[2, 1], [3, 1], [4, 1], [5, 0], [5, 1], [5, 4], [5, 7]]"
f_97e7bc2db90f9a920cbc,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]"
f_6a9135a284ec96ee746f,"[[1, 0], [1, 1], [1, 2], [1, 4], [2, 0], [2, 1], [2, 2], [2, 4], [3, 0], [3, 1], [3, 2], [3, 4]]"
f_0fc572119fb096825b4d,"[[12, 0], [12, 1], [12, 2], [13, 1], [13, 3], [13, 4]]"
f_617860ec5414f603af22,"[[4, 0], [4, 1], [4, 2]]"
f_4cdc273dfb9c3e6774ec,"[[2, 0], [2, 3], [2, 4], [3, 0], [3, 3], [3, 4]]"
f_573bdb0fb8ffd11ca7d3,"[[3, 0], [3, 1], [3, 3], [3, 4], [4, 0], [4, 1], [4, 3], [4, 4]]"
f_92dce51e23a7d37a6f8c,"[[25, 0], [26, 3], [26, 4], [26, 5], [26, 6]]"
f_2fe82bf2f2632e823530,"[[3, 1], [4, 0], [4, 1], [4, 13]]"
f_0dad3833f7d48f6801b6,"[[2, 0], [2, 1], [2, 2], [3, 0], [4, 0], [4, 1], [4, 2], [5, 0], [10, 0], [10, 1], [10, 2], [11, 0], [11, 1], [11, 2], [12, 0]]"
f_f817d5dfcb6ea5c852b0,"[[4, 0], [4, 1], [4, 2]]"
f_d56bf502d1ad1f2aee98,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [4, 2]]"
f_5ee1cf14bbc73f068213,"[[18, 5], [19, 0], [19, 5], [20, 5], [21, 5]]"
f_292dd109810b9908f331,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_23e54700c4dd354055f8,"[[1, 0], [1, 1], [1, 3], [1, 4], [2, 0], [2, 1], [2, 3], [2, 4], [3, 0], [4, 0]]"
f_6604223ad213354947d9,"[[1, 0], [2, 0], [2, 1], [2, 3], [2, 4]]"
f_718d410dc465ed6c866a,"[[1, 0], [1, 1], [1, 2], [1, 4], [2, 0], [2, 1], [2, 2], [2, 4]]"
f_e73a87a328f1c3ef949b,"[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 3]]"
f_cf248d4ba3d614cb89c5,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 4], [3, 0], [3, 1], [4, 0], [4, 1], [4, 4]]"
f_edfbb93d7a9843e5e826,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_49d41569648a5da1d69f,"[[5, 0], [5, 4], [8, 0], [8, 4]]"
f_a0e5b87a79ddf89a64a5,"[[1, 0], [1, 1], [1, 2], [1, 5], [18, 0], [18, 1]]"
f_780999e3eca81e9fb6d8,"[[5, 0], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4], [7, 0], [7, 1], [7, 2], [17, 1], [17, 2], [17, 3], [17, 4]]"
f_1de216dcc94ccc6d544b,"[[6, 1], [6, 2], [6, 3], [7, 1], [7, 2], [7, 3], [8, 2], [8, 3]]"
f_19f4e74dbea07df9a85c,"[[3, 0], [3, 1], [3, 2], [3, 3]]"
f_d6175c5468fe97803bc3,"[[1, 0], [1, 1], [1, 2], [1, 4], [2, 0], [2, 1], [2, 2], [2, 4]]"
f_6628f86218ffabd0bdc4,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3]]"
f_5edf0ff716f31bd4d72a,"[[4, 0], [4, 1], [4, 2], [6, 0], [6, 1], [6, 2], [8, 0], [8, 1], [8, 2]]"
f_b5101ba01d35135ebd67,"[[1, 2], [5, 3]]"
f_cae7b7b86730920bd8f7,"[[5, 0], [5, 1], [7, 0], [7, 1], [7, 3], [8, 0], [8, 1]]"
f_70203a7407319f3d60bd,"[[12, 0], [13, 0], [14, 0], [14, 1], [14, 2], [14, 3], [14, 4], [15, 0], [15, 1], [15, 2], [15, 3], [15, 4], [16, 0], [16, 1], [16, 2], [16, 3], [16, 4], [17, 0], [17, 1], [17, 2], [17, 3], [17, 4]]"
f_4fcc43c279324718e393,"[[9, 0], [10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0]]"
f_ef4411e52ea23f038659,"[[26, 0], [26, 1], [26, 2]]"
f_c02e106b3253b97ff4f9,"[[8, 0], [9, 0], [9, 1], [9, 4], [10, 0], [11, 0], [12, 0], [13, 0]]"
f_c4a5ec13376c94689e32,"[[8, 0], [13, 0], [13, 1], [19, 0], [19, 1], [23, 0], [23, 1], [28, 0], [29, 0], [30, 0], [31, 0], [31, 1]]"
f_9f7104d1270d9361048b,"[[1, 2], [1, 3], [2, 2], [2, 3]]"
f_0b54c2edd9215980862a,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 3], [18, 4]]"
f_d3fb0cf9aaf129a51eff,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [6, 1], [6, 3], [6, 4], [7, 0], [7, 1], [8, 0], [8, 1], [8, 3], [8, 4]]"
f_4b613c5bb53160ee8d38,"[[23, 0], [24, 0], [25, 0], [25, 1], [25, 2], [26, 0], [26, 1], [26, 2], [26, 3], [26, 4], [26, 5], [27, 0], [27, 1], [27, 2]]"
f_2b892be57bcf5a3f2b5d,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3]]"
f_b247e18226fc02b99e1b,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2]]"
f_ca672ab2e71c00ec4c89,"[[1, 0], [1, 1], [1, 2]]"
f_fb9ee24dc5d36fcb9b26,"[[2, 0], [3, 0], [3, 1], [3, 2]]"
f_98cbcc91befc953581fc,"[[12, 0], [12, 1], [12, 2], [13, 0], [13, 1], [13, 2], [15, 0], [15, 1], [15, 2]]"
f_702773bfbf252eaca22a,"[[5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [8, 0], [9, 0]]"
f_cfa4f6275247fe01c915,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2], [2, 4]]"
f_5031e26f97bde83ca20f,"[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 3], [9, 4]]"
f_251238c6b0cdac4e5653,"[[0, 0], [0, 1], [0, 2], [0, 3], [4, 0], [4, 1], [4, 2], [4, 3], [8, 0], [8, 1], [8, 3], [9, 3]]"
f_a15b555bb2650b6b9e19,"[[2, 0], [3, 0], [3, 2], [4, 0], [4, 2], [5, 0], [5, 2], [6, 0], [6, 2], [7, 0], [7, 2], [8, 0], [8, 2], [9, 0], [9, 2], [10, 0], [10, 2], [11, 0]]"
f_6aad90f7732eee7633ab,"[[1, 0], [1, 1], [1, 2], [2, 0], [3, 0]]"
f_150c8aa5b9ce73c933a1,"[[2, 0], [3, 0], [3, 1], [3, 3]]"
f_ab493dcf6a8fbe472ffd,"[[7, 0], [7, 2], [7, 3], [7, 4], [8, 0], [8, 2], [8, 3], [8, 4]]"
f_665b5f493500d34a0d3d,"[[2, 0], [2, 1], [2, 2], [2, 3]]"
f_8c4fc6bea348a0a40f8c,"[[27, 0], [28, 0], [29, 0], [29, 1], [29, 2], [29, 4], [29, 5]]"
f_83aa1f9c302ab34f1292,"[[4, 0], [4, 2], [4, 5], [5, 0], [5, 2], [5, 5]]"
f_4a06dfca02fc4c465e72,"[[1, 2], [1, 3], [2, 1], [2, 2], [2, 3]]"
f_015e504c9ba786a96ffc,"[[1, 0], [1, 2], [1, 3], [1, 4], [1, 5]]"
f_55c0d3824db0ea570eab,"[[5, 0], [5, 4], [7, 0], [7, 4]]"
f_e74243863b9c964db11d,"[[2, 0], [3, 0]]"
f_61c48b640459669e234b,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [12, 0], [12, 1], [13, 9]]"
f_dad6c2607dbf403bd817,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_f5edfa8ddff4de024a70,"[[2, 1], [7, 0], [7, 1], [7, 2], [7, 3], [9, 1], [10, 1], [10, 3]]"
f_c8d1ff845b3e98d8efa5,"[[1, 0], [15, 0]]"
f_5ffa4a9631ac5fed2a96,"[[5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [7, 5], [8, 0], [8, 1], [8, 2], [8, 5]]"
f_06c912cfda44e7e7dd90,"[[5, 0], [6, 0], [6, 1], [6, 2], [7, 0]]"
f_c1c0ab0b3719e15a8482,"[[4, 0], [4, 4], [16, 0], [16, 4]]"
f_323a454731cde417fa84,"[[1, 0], [2, 0], [3, 1], [3, 2], [3, 3], [3, 4]]"
f_2a189ca359f1a4177bd7,"[[3, 0], [3, 1], [3, 4], [3, 5], [4, 0], [4, 1], [4, 4], [4, 5]]"
f_1a28769a673f4cf4d6eb,"[[14, 0], [15, 0], [15, 1], [15, 2], [15, 3]]"
f_6a596088dc198b5a2c2e,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1]]"
f_a6f6a4491781b30e7bb8,"[[1, 0], [1, 1], [2, 0], [2, 1], [2, 2], [2, 4], [3, 0], [3, 1], [14, 1], [15, 1], [15, 2], [15, 4]]"
f_5bc8badd043bd0b4b6d7,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [12, 0], [12, 1], [13, 0], [13, 1], [14, 0], [14, 1], [15, 0], [15, 1], [16, 0], [16, 1], [17, 0], [17, 1], [19, 0], [19, 1], [20, 0], [20, 1], [21, 0], [21, 1], [22, 0], [22, 1], [25, 0], [25, 1], [26, 0], [26, 1], [27, 2]]"
f_95720379af092b2fd141,"[[6, 0], [6, 1], [6, 2], [7, 0], [7, 1], [8, 0], [9, 0]]"
f_740496f0205564a325a0,"[[2, 0], [2, 1], [2, 2], [12, 1], [12, 2], [13, 1], [13, 2], [20, 1], [20, 2], [23, 1], [23, 2], [27, 1], [27, 2]]"
f_dcbb5fcf71a820cc1939,"[[4, 1], [4, 4], [5, 0], [5, 3]]"
f_73364afabfda25d2aaa3,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2]]"
f_17020281b7a3109a4f57,"[[9, 13], [10, 13], [11, 1], [11, 12], [11, 13], [12, 13]]"
f_fe764deae46822b77058,"[[2, 2], [3, 1], [3, 2], [8, 2], [9, 1], [9, 2], [16, 2], [17, 1], [17, 2], [21, 1], [21, 2], [22, 1], [22, 2], [31, 2], [32, 1], [32, 2]]"
f_ae956830c7269153e946,"[[9, 0], [9, 1], [9, 2], [9, 3], [9, 4], [9, 5], [10, 1], [10, 2], [10, 4]]"
f_bc10fa47a8e7520a0a30,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_c35fe35083557fe26b23,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 5]]"
f_f9ed006268ea41a0fe89,"[[1, 0], [1, 1], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [5, 0]]"
f_99d3a1e31d7adccb8dd2,"[[1, 0], [1, 1], [1, 2], [4, 0], [4, 1], [4, 2]]"
f_75faec80a334ebfb1b25,"[[23, 2], [23, 3], [23, 4], [27, 2], [27, 3], [27, 4]]"
f_83f6b7bb949816baf885,"[[4, 0], [4, 1], [4, 2], [5, 0], [6, 0], [7, 0], [8, 0], [12, 0], [12, 1], [12, 2], [13, 0], [18, 0], [18, 1], [18, 2], [19, 0], [20, 0], [20, 1], [20, 2]]"
f_2d042f7776733471782e,"[[7, 0], [8, 0], [8, 1], [8, 2], [8, 3], [8, 4], [9, 0]]"
f_4b0bd88bc6a0b5a77196,"[[1, 2], [1, 4], [2, 2], [2, 4]]"
f_f75901df02f3443650c0,"[[10, 1], [10, 2], [11, 1], [11, 2], [12, 1], [12, 2], [14, 1], [14, 2]]"
f_abb70bf54ac57b21b779,"[[20, 0], [20, 1], [21, 0], [21, 3]]"
f_e55e59ac5df3c2788de4,"[[1, 1], [1, 2], [15, 0], [15, 1], [15, 2], [15, 3]]"
f_e74433c6be938b2b4485,"[[1, 0], [2, 0], [2, 2], [2, 3], [2, 4]]"
f_020fa449151c570aba42,"[[3, 1], [3, 2], [3, 3], [4, 1], [4, 2], [5, 1], [5, 2]]"
f_85653c0fa538754ce177,"[[2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_cea6b623a7b7ea825a2d,"[[7, 0], [7, 1], [7, 2], [7, 3], [8, 0], [8, 1], [8, 2], [8, 3], [9, 0], [9, 1], [9, 2], [9, 3], [10, 0], [10, 1], [10, 2], [10, 3]]"
f_4d09bc231e2279b63353,"[[6, 0], [6, 1], [6, 2], [7, 0], [7, 1]]"
f_2f9fbb615d5e82240aa7,"[[1, 0], [2, 0], [2, 1], [2, 2], [5, 0], [5, 1], [5, 2], [6, 0]]"
f_fcf318aa645bb89ae8fb,"[[9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [18, 3], [18, 4]]"
f_0de842ad6ef96c96cc05,"[[2, 0], [2, 4], [2, 6], [18, 0], [18, 4], [18, 6]]"
f_267d2a4f7278ccfd4d2d,"[[8, 0], [8, 1], [8, 3], [9, 0], [9, 1], [9, 3], [10, 0], [10, 3]]"
f_950a7c5fa9c82ed03609,"[[27, 0], [27, 1], [27, 3]]"
f_d1f295b1a27380c113aa,"[[21, 0], [22, 0], [22, 1], [22, 2]]"
f_ee1894a13d384bd53cd5,"[[2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_74f4689ff1c04d8f7a95,"[[8, 0], [8, 1], [8, 4], [9, 0], [9, 1], [9, 4], [10, 0], [10, 1], [10, 4], [11, 0], [11, 1], [11, 2], [11, 4], [12, 0], [12, 1], [12, 4], [13, 0], [13, 1], [13, 4], [14, 0]]"
f_c34e53ed602d72336ccd,"[[0, 1], [0, 2], [0, 3], [2, 1], [2, 2], [2, 3], [2, 4]]"
f_3e55bd36d9a40ad65a23,"[[19, 0], [19, 1], [19, 2], [19, 3]]"
f_1ab555d1f9d4d5e60bf6,"[[8, 0], [8, 1], [8, 2], [15, 0], [15, 1], [15, 2], [16, 0]]"
f_ece5ab38012d064ec12f,"[[6, 5], [7, 1], [7, 2], [7, 3], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5]]"
f_4ae770291665efeb15dd,"[[1, 0], [2, 0], [2, 1], [2, 2], [3, 0]]"
f_e1a4352bca15cd21551d,"[[2, 0], [2, 1], [3, 0], [3, 1]]"
f_3f5f5e5ad166a99e323e,"[[5, 4], [6, 0], [6, 3], [6, 4], [7, 0], [7, 3], [7, 4], [8, 0], [8, 3], [9, 3]]"
f_50db84251a570534617f,"[[2, 0], [2, 1], [2, 3], [3, 0], [3, 1], [3, 3], [4, 0], [4, 1], [4, 3], [5, 1], [5, 3]]"
f_73fc7210b6aa984e3e99,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_c0d7f4f6ba2065ab5b98,"[[9, 0], [10, 0], [11, 0], [11, 1], [11, 2]]"
f_14a0237f4897f3d9ba9f,"[[10, 1], [10, 2], [10, 4], [11, 1], [11, 2], [11, 4]]"
f_20ce6f53700f4188837e,"[[16, 3], [17, 3], [17, 4]]"
f_add707e71001c73a7ea1,"[[1, 2], [1, 4], [2, 2], [2, 4]]"
f_e68d6d1c3e0994709460,"[[2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [5, 2], [6, 2]]"
f_691b0b7664b6e76f074e,"[[2, 0], [2, 3], [2, 4], [3, 0], [3, 4], [6, 0], [6, 3], [6, 4], [7, 0], [7, 4]]"
f_f743b8c87da9bedc358f,"[[3, 0], [3, 3], [3, 4], [4, 0], [4, 3], [4, 4]]"
f_0e7814591935802a1848,"[[5, 0], [5, 1], [5, 2], [5, 3]]"
f_6d24c27f418149895dff,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 8], [9, 9]]"
f_f97a64b0900bf8ac02ca,"[[8, 0], [8, 2], [8, 3], [9, 0], [9, 2], [9, 3], [10, 0], [10, 2], [10, 3], [11, 0], [12, 2], [12, 3], [13, 0], [14, 0], [14, 1], [14, 2], [14, 3]]"
f_387eb520db575170a163,"[[8, 0], [8, 1], [9, 0], [9, 1], [9, 2], [9, 3]]"
f_55faa2a3dd884c1269cb,"[[4, 1], [4, 3], [4, 4], [9, 11], [9, 12]]"
f_9b73e2afcf5ab04281b2,"[[4, 0], [4, 1], [4, 3], [5, 0], [5, 1], [5, 3]]"
f_e7bc4b5246fb3cffdc77,"[[7, 1], [7, 5], [7, 6], [14, 1], [14, 5], [14, 6]]"
f_aa83c85e41d1e2189d67,"[[4, 0], [5, 0], [5, 2], [5, 4], [6, 0], [6, 1], [6, 2], [6, 4], [7, 0], [7, 1], [7, 2], [7, 4], [8, 0], [8, 2], [8, 4], [9, 0]]"
f_2f7f7802310e47b5d630,"[[6, 0], [7, 0], [8, 0], [8, 1], [8, 2], [8, 5]]"
f_d6be9087e85242b6c1e4,"[[6, 0], [6, 1]]"
f_6c104e01b5872a83c238,"[[3, 1], [4, 0], [4, 1], [4, 3]]"
f_754fe51c6e80e05b70b9,"[[9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [14, 11], [14, 12]]"
f_0153e49e910e975ced45,"[[1, 0], [1, 2], [1, 5], [2, 2], [3, 2]]"
f_23d3040e7596d25d4faa,"[[9, 4], [9, 5], [9, 6], [10, 4], [10, 5], [10, 6]]"
f_8846c52c36be40e7ef10,"[[25, 7], [26, 7], [27, 7], [28, 0], [28, 2], [28, 3], [28, 4], [28, 7], [29, 7], [30, 7], [31, 7], [32, 7]]"
f_1d1e1805b13a70ebd55a,"[[23, 0], [23, 2], [23, 3], [25, 0], [25, 2], [25, 3]]"
f_04ada2102b7ff7b2ad7b,"[[20, 3], [21, 0], [21, 1], [21, 2], [21, 3]]"
f_a3245a0c7ca18183f366,"[[2, 13], [3, 0], [3, 1], [3, 13], [4, 0], [4, 1], [4, 13], [5, 1], [5, 13]]"
f_9d785b3115cd9baf08f5,"[[1, 0], [1, 1], [1, 2]]"
f_5d5cb6c12dacf3b56732,"[[2, 2], [2, 4], [3, 2], [3, 3], [3, 4]]"
f_ced33bf6cd2236b59394,"[[1, 0], [1, 2], [1, 3], [2, 0], [3, 0], [4, 0], [5, 0], [11, 0], [12, 0], [13, 0], [14, 0], [14, 2], [14, 3], [16, 0], [17, 0], [17, 1], [17, 2], [17, 3], [18, 0], [18, 1], [18, 2], [18, 3]]"
f_020581dc55d292e402f2,"[[27, 0], [28, 0], [28, 1], [28, 2], [28, 3]]"
f_64c1ec2fc669318a696f,"[[8, 0], [8, 7], [9, 0], [9, 1], [9, 7], [10, 0], [10, 7], [11, 0], [11, 7]]"
f_5e4b7e02eccf07bbaeeb,"[[1, 1], [25, 0], [25, 1], [26, 3], [26, 4], [26, 5], [26, 6]]"
f_1c8c6e657bc92184af58,"[[11, 0], [11, 1], [11, 2], [14, 0], [14, 1], [14, 2]]"
f_3ce956ffe3b72f7ebe5a,"[[1, 1], [1, 2], [2, 1], [2, 2], [11, 3]]"
f_3a7fb5363d7edfb13b51,"[[13, 0], [14, 0], [14, 1], [14, 3], [15, 0], [15, 1], [15, 3]]"
f_47ded2002ee3ec3d55f4,"[[2, 0], [2, 5], [2, 7], [2, 8]]"
f_6ae4158f5e1723fe4ce4,"[[3, 0], [3, 2], [19, 2]]"
f_6b15ebf0b9f9eece6be4,"[[2, 0], [2, 2], [2, 3], [3, 0], [3, 2], [3, 3], [4, 0], [4, 2], [4, 3]]"
f_a12517ad052485095f87,"[[4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]"
f_8ce185f05d8cff96ef45,"[[3, 10], [3, 11], [3, 12], [3, 13], [3, 14], [3, 15], [4, 10], [4, 11], [4, 12], [4, 13], [4, 14], [4, 15]]"
f_6c36f18494c5c965f8db,"[[1, 0], [1, 1], [1, 3], [1, 4], [2, 0], [2, 1], [2, 4], [2, 5], [3, 0], [3, 1], [3, 4], [3, 5]]"
f_22b6d1b7f2c590391de4,"[[1, 2], [1, 3], [2, 2], [2, 3], [3, 3]]"
f_41e14a3d4fb0d255c84f,"[[1, 1], [2, 1], [3, 1], [4, 1]]"
f_a124c5a7da8b9410ff42,"[[4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 3]]"
f_b843fc6fb83e156c2659,"[[2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]"
f_42adee9ea3092f833e8a,"[[9, 0], [9, 1], [9, 2], [9, 3], [10, 0], [10, 1], [10, 3]]"
f_e7a2aa91c69072e9f978,"[[1, 3], [2, 2], [2, 3], [3, 3], [4, 3]]"
f_d42458aadb1bc3d47b62,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4]]"
f_a90ae8b950e21310afae,"[[12, 0], [12, 1], [12, 2], [16, 0], [16, 1], [16, 2], [17, 1], [18, 1]]"
f_7c3f73c85ca78edd88bf,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1]]"
f_28a6ccd7e8cafdf155c9,"[[2, 1], [2, 2], [6, 1], [6, 2], [7, 1], [7, 2]]"
f_62f01cb5e82591e847f2,"[[1, 1], [1, 2], [1, 3], [1, 4], [2, 1], [2, 2], [2, 3], [2, 4]]"
f_fe85e1125cdeabce8f8a,"[[1, 0], [1, 3], [2, 0], [2, 3], [3, 0], [3, 3], [4, 0], [4, 3], [5, 0], [5, 3], [6, 0], [6, 3], [7, 0], [7, 3], [8, 0], [8, 3], [9, 0], [9, 3], [10, 0], [10, 3], [11, 0], [11, 3], [12, 0], [12, 3], [13, 0], [13, 3], [14, 0], [14, 3], [15, 0], [15, 3]]"
f_cf042f5e58289c2b2e18,"[[5, 1], [6, 0], [6, 1], [6, 3], [6, 4], [7, 0], [7, 3]]"
f_10002696e237b0b8bb64,"[[7, 3], [8, 3], [9, 0], [9, 1], [9, 3], [10, 0]]"
f_353644ab0dae14e5ddbb,"[[2, 1], [3, 1]]"
f_8ffb01621cee710bccee,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]"
f_4d038f5e7cffdb91581d,"[[3, 0], [3, 1], [3, 2], [3, 4], [4, 0], [4, 1], [4, 2], [4, 4], [6, 1], [7, 1], [7, 2], [7, 3], [7, 4], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1], [13, 1], [14, 1], [15, 1]]"
f_b70ca9f3cbd7bd073ef5,"[[6, 0], [7, 0], [7, 1], [7, 2]]"
f_971b018f4c55e3e4bf6e,"[[11, 0], [12, 0], [13, 0], [13, 1], [13, 3]]"
f_8cd81e4e12bc8d3eefaf,"[[12, 2], [13, 0], [13, 1], [13, 2], [14, 0], [14, 2]]"
f_81c76605cea7e67b4483,"[[18, 0], [18, 1], [18, 2], [21, 1], [21, 2]]"
f_6ba881163fc8352574fa,"[[8, 0], [8, 1], [8, 2]]"
f_fc2e298e4dad257ef121,"[[1, 1], [1, 2], [1, 3], [1, 4], [5, 1], [5, 2], [5, 3], [5, 4]]"
f_0d8ecf58379c5ccea87d,"[[0, 1], [1, 1], [2, 1]]"
f_5421d736de3a79f2f7a9,"[[11, 1], [11, 2], [12, 0], [12, 1], [12, 2], [13, 1], [13, 2], [14, 1]]"
f_9fac5b00f1004d5fef61,"[[1, 3], [2, 3], [3, 3], [4, 0], [4, 3], [5, 0], [5, 3], [6, 0], [6, 1], [6, 3], [9, 0], [9, 1], [9, 3], [10, 0]]"
f_19d7d1b3992d1e98f766,"[[1, 1], [15, 1], [16, 3], [16, 4], [16, 5], [16, 6], [16, 7]]"
f_7a19cf9e442a9c047e43,"[[1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [4, 0], [4, 1]]"
